href,firstName,lastName,elo
68c6cd5287b473a7,Dean,Lister,1250.01449782077
18aecaf50f52e4c3,Phillip,Miller,1249.966032130152
369ea36e450ae62a,Armen,Petrosyan,1249.9643434287914
92437c6775b3f7d1,John,Moraga,1249.9375881391727
be0b310a12eb80b4,Enrique,Barzola,1249.6431856763497
9cdd2da1a9104a0b,Macy,Chiasson,1249.6398695175783
9ce6d5a03af801b7,Darren,Till,1249.5854221450757
32ab52e5de93092d,Steve,Erceg,1249.5172250966893
850266b3dc4e506e,Daniel,Marcos,1249.4001409008433
0d5cc0170c1a7e71,Mick,Parkin,1249.1326341416755
fd406a32a6fb3a29,Chris,Duncan,1249.0719555854575
8f2d9ee27f206f1f,Evan,Tanner,1248.8055311506178
0d65c432720accb9,Michal,Oleksiejczuk,1248.8034419694716
67c1d46f4ed16f9e,Matt,Schnell,1248.640152843169
5b86d491d63890c5,Ludovit,Klein,1248.4976426347985
24656ef4d605c96f,Aiemann,Zahabi,1248.2703590288618
31ef8b67e13495b3,Tecia,Torres,1248.234616742011
e7bba7ce4d6c7b07,Casey,Kenney,1248.2112982770732
68c7ad953455c73f,Don,Madge,1248.2042036527448
a6a9ab5a824e8f66,Joel,Sutton,1248.2042036527448
4d8fa64202cee4c1,Jalin,Turner,1248.1752405798973
d5f820c11a121050,Aaron,Simpson,1248.1472290825955
2e19380f34871c6a,Dominick,Reyes,1248.0687011408381
1e4f273069fb9e85,Fares,Ziam,1248.0604431399847
45e738622ea2c02c,Timur,Valiev,1247.9620547903205
c6a33ff198aaaeeb,Stephan,Bonnar,1247.88060856886
7d96bc577e5178b2,Gray,Maynard,1247.717692157622
a4de54ea806fb525,Ray,Borg,1247.6367250090534
99506df1af6c8b3b,John,Dodson,1247.5463553464215
d25240135aee03e5,Tabatha,Ricci,1247.4862738392383
3f1d23b01c552a13,Michael,Graves,1247.2758027636585
a09ed60aa67a3f67,Farid,Basharat,1247.2714275602314
ca2efc9d7d523c43,Shawn,Jordan,1247.1472464354326
7e511f8d842a109d,Arjan,Bhullar,1247.0811591531701
1bcaac2d99b90fce,Sergio,Moraes,1246.9477634282787
da0995f19b749cfa,Mark,Madsen,1246.5575735695434
bda04c573563cc2e,Todd,Duffee,1246.5535148611614
56116a79e4deed06,Claude,Patrick,1246.5024418544915
9b5b5a75523728f3,Kazushi,Sakuraba,1246.426844129581
2c5f5749569eef66,Tainara,Lisboa,1246.3474303057778
f046d724d2a84ac5,Desmond,Green,1246.3474303057778
baa5358456803df8,Alex,Hunter,1246.3474303057778
6c7020b859c7a3ce,Edimilson,Souza,1246.2809558300514
5ef0088c1b19beeb,Bryan,Caraway,1245.8751533902914
68f6e96c5fa6e044,Jeremy,Kennedy,1245.6963597589825
e9a3aeb207578eea,Ilir,Latifi,1244.661698298511
7a703c565ccaa18f,Jacare,Souza,1244.6263586253017
52e76bb4b3e852f3,Antonio,Carlos Junior,1244.5966455028442
36541f1e6c5d4955,Viviane,Araujo,1244.5356101513719
1ccf4e7caff270df,Dan,Henderson,1244.5226704754223
35673bf5204524ee,Bo,Nickal,1244.4907659998048
d221ee27afc7a60e,Viscardi,Andrade,1244.475972956473
d8c811df0386d5e8,Rinya,Nakamura,1244.3677257499592
3351aa64aa83c4d9,Cory,McKenna,1244.201892987319
4b1d46a1b5c0fd11,Alberto,Mina,1244.1234655399762
3c6976f8182d9527,Alexander,Gustafsson,1243.8101711712982
2e7878927067fdca,Manuel,Torres,1243.7646754802022
ff62013d2fce6d13,Nazim,Sadykhov,1243.4873708035109
2c483cf443f38ece,Vanessa,Demopoulos,1243.2617144472692
aa1952ec0b3dd8e1,Kurt,Pellegrino,1243.2582058754215
f166e93d04a8c274,Diego,Lopes,1243.0074538061995
6f81b6de2557739a,Jacob,Volkmann,1242.8231840736912
a52bc1e62cf0b7c6,Melsik,Baghdasaryan,1242.4219093815634
ccdd90bd1fc7dab6,Vladimir,Matyushenko,1242.3077012898939
3c8a5200436e19f3,Cameron,Saaiman,1242.0861904715412
2844b047183a1adb,Luis,Pena,1241.884517159349
17e97649403ba428,Joshua,Van,1241.7059534554417
ea7e5bc78d9de658,Makhmud,Muradov,1241.5981530910872
f1d64ae34e088832,Charles,Jourdain,1241.0144843661808
